equation,latex_label,section,source_manual_page,source_pdf_page,source_pdf_sha256,reconstructed_page,reconstructed_section,tex_file,tex_line_start,tex_line_end,tex_label_line,latex_snippet_sha256,transcription_status,verification_scope,validation_suite,code_implementation_status,notes
2-175,eq:acceleration-force-contributions,Contributions to Acceleration,2-51,80,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-32,Contributions to Acceleration,manual/chapters/chapter02/03_00_contributions_to_acceleration.tex,5,12,11,b40c2a2b2dd670d13714acaebd5560037881b4624a21997e521bba964eef982f,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section23.py,implemented,"Vehicle acceleration with force, Coriolis, and centrifugal contributions"
2-176,eq:atmos-aerostatic,Atmosphere Model,2-52,81,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-33,Atmosphere Model,manual/chapters/chapter02/03_01_atmosphere.tex,35,38,37,c34d9cb16c5de62a16d20737b9470fff45dcd72bcd4e2cf8989621d02e308861,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section23.py,implemented,Aerostatic pressure relation
2-177,eq:atmos-perfect-gas,Atmosphere Model,2-52,81,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-33,Atmosphere Model,manual/chapters/chapter02/03_01_atmosphere.tex,40,43,42,8ce5a6df12cb2dd2e6ee7cd2280096da8b29912bddbeac325d6aef714d4cd640,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section23.py,implemented,Perfect-gas law
2-178,eq:molecular-temperature-gradient,Atmosphere Model,2-52,81,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-33,Atmosphere Model,manual/chapters/chapter02/03_01_atmosphere.tex,51,54,53,9fa954d6c602bf74787323f096ce19e0848409cab8e2c2d458d47ba78214a1ea,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section23.py,implemented,Constant molecular-temperature gradient within a layer
2-179,eq:molecular-temperature-definition,Atmosphere Model,2-53,82,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-33,Atmosphere Model,manual/chapters/chapter02/03_01_atmosphere.tex,56,59,58,a5ac85efd31d1d1d4b26edaf42311df7d5481c27b189fc7a04871c8bddd76e43,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section23.py,implemented,Molecular temperature definition
2-180,eq:geopotential-altitude-integral,Atmosphere Model,2-53,82,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-33,Atmosphere Model,manual/chapters/chapter02/03_01_atmosphere.tex,61,64,63,ea214f3c2a7498d74b72566cbfb91297a39ea94d22ad4023ee791dc5f0b886d7,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section23.py,implemented,Geopotential altitude integral
2-181,eq:atmos-gravity-inverse-square,Atmosphere Model,2-53,82,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-33,Atmosphere Model,manual/chapters/chapter02/03_01_atmosphere.tex,75,78,77,9600587bd1487b1b91888de0893107253ea9819729f4e7dc508a3f21d61608d3,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section23.py,implemented,Inverse-square gravity model for atmosphere calculations
2-182,eq:geopotential-altitude-closed-form,Atmosphere Model,2-53,82,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-33,Atmosphere Model,manual/chapters/chapter02/03_01_atmosphere.tex,82,85,84,3426b6ca4b3123c75b56405178b1b0818c1df5395f7e3e521de2095307e2d4ad,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section23.py,implemented,Closed-form geopotential altitude
2-183,eq:lambert-sea-level-gravity,Atmosphere Model,2-53,82,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-33,Atmosphere Model,manual/chapters/chapter02/03_01_atmosphere.tex,88,92,91,7b7227f836299ec4505157f089699ac9ef5d93396eefc7160524176cbc512166,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section23.py,implemented,Lambert sea-level gravity equation
2-184,eq:effective-geopotential-earth-radius,Atmosphere Model,2-53,82,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-34,Atmosphere Model,manual/chapters/chapter02/03_01_atmosphere.tex,100,107,106,c8a8e7c8ecb31e8fd85c63800caed72d6c9db58c4b2f78d59a6300d87f2aa52b,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section23.py,implemented,Effective earth radius for geopotential calculations
2-185,eq:layer-molecular-temperature,Atmosphere Model,2-54,83,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-34,Atmosphere Model,manual/chapters/chapter02/03_01_atmosphere.tex,120,123,122,f7285b33fda4a044d16d6d16e56b78c6e7a5c0bd3deee094494aee9606916f71,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section23.py,implemented,Molecular temperature within an atmosphere layer
2-186,eq:layer-molecular-weight,Atmosphere Model,2-54,83,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-34,Atmosphere Model,manual/chapters/chapter02/03_01_atmosphere.tex,125,128,127,5434f7aee7438b31aabea23ac5a131162480f402d3903440afa89d9671457b8c,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section23.py,implemented,Molecular weight within an atmosphere layer
2-187,eq:atmos-temperature,Atmosphere Model,2-54,83,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-34,Atmosphere Model,manual/chapters/chapter02/03_01_atmosphere.tex,130,133,132,3bbb2e6dc275c9fe4a99840e90464df876b2fddd5ea4f95dacd1e1cc945191af,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section23.py,implemented,Atmospheric temperature from molecular temperature
2-188,eq:pressure-geopotential-differential,Atmosphere Model,2-54,83,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-34,Atmosphere Model,manual/chapters/chapter02/03_01_atmosphere.tex,140,143,142,20b98e2f2dfdf69aae6b95d4cb2f1e5a88c9a2f52ebe5866ce3ddf701a70c9df,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section23.py,implemented,Aerostatic relation in geopotential altitude
2-189,eq:pressure-molecular-temperature,Atmosphere Model,2-54,83,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-34,Atmosphere Model,manual/chapters/chapter02/03_01_atmosphere.tex,145,148,147,aa32c4c85bb1721da106102241af036b69e5245d0ddb921dc242b709fa8be577,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section23.py,implemented,Pressure in terms of molecular temperature
2-190,eq:pressure-separable-differential,Atmosphere Model,2-54,83,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-34,Atmosphere Model,manual/chapters/chapter02/03_01_atmosphere.tex,150,154,153,729ef213a2a44e06a224083101004459b114af4c1119a221b2eb56c14c4b67dc,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section23.py,implemented,Separable pressure differential equation
2-191,eq:pressure-isothermal-layer,Atmosphere Model,2-54,83,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-34,Atmosphere Model,manual/chapters/chapter02/03_01_atmosphere.tex,157,161,160,149e1d0d1590fde6f6e67a68ce3b7b953e5061912549575e279c6914c44f3147,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section23.py,implemented,Pressure in an isothermal atmosphere layer
2-192,eq:pressure-gradient-layer,Atmosphere Model,2-54,83,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-34,Atmosphere Model,manual/chapters/chapter02/03_01_atmosphere.tex,163,169,168,c07cff92d79e583d6de5bd8bd56073c92ff51854962fc14a3701680fd39ab1ae,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section23.py,implemented,Pressure in a nonisothermal atmosphere layer
2-193,eq:atmos-density,Atmosphere Model,2-55,84,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-34,Atmosphere Model,manual/chapters/chapter02/03_01_atmosphere.tex,177,180,179,d0c6c4148c199a7a38e0f84fee95557b01d6243e2ae06a98d603e1fea0830d34,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section23.py,implemented,Atmospheric density
2-194,eq:atmos-speed-of-sound,Atmosphere Model,2-55,84,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-35,Atmosphere Model,manual/chapters/chapter02/03_01_atmosphere.tex,182,186,185,3eecbf69180c77b02bb4fe8d88103cd90051bc873491b39c1beaa80affa1891e,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section23.py,implemented,Speed of sound
2-195,eq:atmos-kinematic-viscosity,Atmosphere Model,2-55,84,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-35,Atmosphere Model,manual/chapters/chapter02/03_01_atmosphere.tex,189,194,193,296e8e42506beddf8ab72c1c9cf22314c49d1fd89b4ec5ccbad42289a5f8dd17,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section23.py,implemented,Kinematic viscosity from Sutherland formula
2-196,eq:windward-meridian-unit-vector,Aerodynamic Forces,2-56,85,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-35,Aerodynamic Forces,manual/chapters/chapter02/03_02_aerodynamic_forces.tex,37,46,45,608ed72ed4878afe982af07877549be07dfd521031fdacc68cf704717cd88953,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section23.py,implemented,Body-frame windward-meridian unit vector
2-197,eq:aero-force-axial-normal,Aerodynamic Forces,2-56,85,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-35,Aerodynamic Forces,manual/chapters/chapter02/03_02_aerodynamic_forces.tex,48,52,51,7076edbbf605b2808251c5d799956835d98caa0790f2ca73d24cfff7dc215084,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section23.py,implemented,Aerodynamic force from axial and normal coefficients
2-198,eq:aero-force-lift-drag-side,Aerodynamic Forces,2-57,86,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-36,Aerodynamic Forces,manual/chapters/chapter02/03_02_aerodynamic_forces.tex,63,68,67,416ee65cb95ccbfecace51913e716b2faded516f1ff6261c65552567fc6a7eb1,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section23.py,implemented,Aerodynamic force from lift drag and side-force coefficients
2-199,eq:aero-force-body-axes,Aerodynamic Forces,2-57,86,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-36,Aerodynamic Forces,manual/chapters/chapter02/03_02_aerodynamic_forces.tex,74,79,78,bd57b5ef4a436b8a3d756fbb61fa642f74cfb3fc14d741b993504eb7c1fba3d6,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section23.py,implemented,Aerodynamic force from body-axis coefficients
2-200,eq:propulsive-force-vector,Propulsive Forces,2-59,88,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-37,Propulsive Forces,manual/chapters/chapter02/03_03_propulsive_forces.tex,28,38,37,fd7ea7d7c25e2341aec50b64f84be12672d6734729ccc2e21dbe4487ed0f6837,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section23.py,implemented,Body-frame propulsive force vector
2-201,eq:gravity-potential-gradient,Gravity Model,2-60,89,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-37,Gravity Model,manual/chapters/chapter02/03_04_gravity_model.tex,7,10,9,3abd1274733858da3d8304ab55f5e359db446fd53536e1033681577c0cc4e703,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section23.py,implemented,Gravity acceleration as geopotential gradient
2-202,eq:geopotential-spherical-harmonics,Gravity Model,2-60,89,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-37,Gravity Model,manual/chapters/chapter02/03_04_gravity_model.tex,14,26,25,4f6131d57894453ad342fdd88860ebf45c5c75e4bc3495a1a3a336e5f340768e,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section23.py,implemented,Full spherical-harmonic geopotential expansion
2-203,eq:point-mass-geopotential,Gravity Model,2-60,89,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-38,Gravity Model,manual/chapters/chapter02/03_04_gravity_model.tex,38,41,40,1bfce1b0736bbe45a15b52a0d1c053b5bf2e525794f856b125a0b47ea22820b7,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section23.py,implemented,Point-mass geopotential term
2-204,eq:zonal-geopotential-c-coefficients,Gravity Model,2-60,89,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-38,Gravity Model,manual/chapters/chapter02/03_04_gravity_model.tex,49,55,54,35c74a2fdbae6884b093539557125cdffb8343523891b164d9ac150388ee090a,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section23.py,implemented,Zonal geopotential using C coefficients
2-205,eq:zonal-geopotential-j-coefficients,Gravity Model,2-61,90,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-38,Gravity Model,manual/chapters/chapter02/03_04_gravity_model.tex,57,63,62,42c7e83c3a211573f1b295bc7f1284794c2bf6907882fdb330ddc6d61fe9a295,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section23.py,implemented,Zonal geopotential using J coefficients
2-206,eq:associated-legendre-definition,Gravity Model,2-61,90,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-38,Gravity Model,manual/chapters/chapter02/03_04_gravity_model.tex,74,80,79,145ec380979939aced3e7541541e440f0d464cec06528b96773fd78b0e285b0e,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section23.py,implemented,Associated Legendre function definition
2-207,eq:legendre-order-zero-definition,Gravity Model,2-61,90,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-38,Gravity Model,manual/chapters/chapter02/03_04_gravity_model.tex,82,88,87,016fa5b93f5067b041223430724a08a7ab16da88eb940bb59c4302042da241a7,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section23.py,implemented,Order-zero Legendre function definition
2-208,eq:legendre-derivative-notation,Gravity Model,2-61,90,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-38,Gravity Model,manual/chapters/chapter02/03_04_gravity_model.tex,90,94,93,930199da6612c670770d208c3b80e1c3a1af331d9008e96b00dc0d6c6e396f64,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section23.py,implemented,Legendre derivative notation
2-209,eq:first-four-legendre-functions,Gravity Model,2-61,90,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-38,Gravity Model,manual/chapters/chapter02/03_04_gravity_model.tex,97,108,107,a6d35ca935264a441cc80638ae321e670f88a9d532f22a866cfe59304c90a5bb,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section23.py,implemented,First four order-zero Legendre functions
2-210,eq:normalized-legendre-function,Gravity Model,2-61,90,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-39,Gravity Model,manual/chapters/chapter02/03_04_gravity_model.tex,117,122,121,43233663f3bf0154011385a7d60ca14ff1e1433bd2a92d7a26dfd054990605fa,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section23.py,implemented,Normalized Legendre function
2-211,eq:normalized-gravity-coefficient,Gravity Model,2-62,91,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-39,Gravity Model,manual/chapters/chapter02/03_04_gravity_model.tex,124,129,128,119c85c4dabc55e0e0c70b523a42b6bb6aadb2cd8244e68ac7380846c9d5aae3,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section23.py,implemented,Normalized spherical-harmonic coefficient
2-212,eq:gravity-geocentric-x-gradient,Gravity Model,2-62,91,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-39,Gravity Model,manual/chapters/chapter02/03_04_gravity_model.tex,142,147,146,3fbbe5a0cb3e96b70352c657ac8c2748cbc49b9ec04bda9f26ec2fe069c7655b,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section23.py,implemented,Geocentric north gravity component from the geopotential
2-213,eq:gravity-geocentric-y-gradient,Gravity Model,2-62,91,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-39,Gravity Model,manual/chapters/chapter02/03_04_gravity_model.tex,148,153,152,c0dad42a50b164aebeaedcf8dbd8140054f6b4ddfd1d4ddd079294c2ef2f7a3c,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section23.py,implemented,Geocentric east gravity component from the geopotential
2-214,eq:gravity-geocentric-z-gradient,Gravity Model,2-62,91,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-39,Gravity Model,manual/chapters/chapter02/03_04_gravity_model.tex,155,159,158,fa2ac1f040b3f7b003ffaa89b50752d6226135fe7783c791a128160d28a5c230,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section23.py,implemented,Geocentric inward gravity component from the geopotential
2-215,eq:gravity-full-geocentric-x,Gravity Model,2-62,91,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-39,Gravity Model,manual/chapters/chapter02/03_04_gravity_model.tex,163,175,174,ac5de95cdecc72d3c3baead0d303a5d9271bb13ee16b04206143141342ddccac,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section23.py,implemented,Full spherical-harmonic geocentric north acceleration
2-216,eq:gravity-full-geocentric-y,Gravity Model,2-62,91,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-39,Gravity Model,manual/chapters/chapter02/03_04_gravity_model.tex,176,188,187,910a31302b540e141f4514338c1b1aa784b4d98325ca34a7c459e91c431c9a76,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section23.py,implemented,Full spherical-harmonic geocentric east acceleration
2-217,eq:gravity-full-geocentric-z,Gravity Model,2-62,91,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-39,Gravity Model,manual/chapters/chapter02/03_04_gravity_model.tex,190,202,201,b8c6f91d42fad1159caaa1476407d1fc13bd942cd306652bc632b6d1e7cf6cea,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section23.py,implemented,Full spherical-harmonic geocentric inward acceleration
2-218,eq:gravity-j2-geocentric-x,Gravity Model,2-63,92,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-39,Gravity Model,manual/chapters/chapter02/03_04_gravity_model.tex,214,220,219,aeeb60267c85730962a757138a8fa510092d8fc791169928cda453fa2fd9d82a,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section23.py,implemented,J2-only geocentric north acceleration
2-219,eq:gravity-j2-geocentric-y,Gravity Model,2-63,92,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-40,Gravity Model,manual/chapters/chapter02/03_04_gravity_model.tex,221,224,223,41d1748621c54d0368df2531f6fd0d14939290042cdcf6e716a20c6d97571357,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section23.py,implemented,J2-only geocentric east acceleration
2-220,eq:gravity-j2-geocentric-z,Gravity Model,2-63,92,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-40,Gravity Model,manual/chapters/chapter02/03_04_gravity_model.tex,226,234,233,e644ba893378f6dcb9110fde0a6574c0bcef080fa705e846637d938307ba2c04,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section23.py,implemented,J2-only geocentric inward acceleration
2-221,eq:sodano-inverse-distance,Ranges and Distances,2-67,96,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-41,Ranges and Distances,manual/chapters/chapter02/04_01_ranges_distances.tex,38,53,52,549774baef89462650ae66e486e68571cb698b0bb4898ae39ddb5b011fbaee15,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section24.py,implemented,Sodano inverse ellipsoidal surface distance
2-222,eq:sodano-central-angle,Ranges and Distances,2-67,96,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-42,Ranges and Distances,manual/chapters/chapter02/04_01_ranges_distances.tex,55,60,59,3df273d480a6d5b55b3ad5fccb13853666491881afda05126374339d76684116,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section24.py,implemented,Sodano auxiliary central angle
2-223,eq:sodano-inverse-m,Ranges and Distances,2-67,96,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-42,Ranges and Distances,manual/chapters/chapter02/04_01_ranges_distances.tex,61,65,64,9e42408572aed2bbba5b47e5a8df498e5f26ebb6172b1fa9fd4dc20dbced2c46,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section24.py,implemented,Sodano inverse auxiliary m
2-224,eq:sodano-beta1,Ranges and Distances,2-67,96,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-42,Ranges and Distances,manual/chapters/chapter02/04_01_ranges_distances.tex,67,72,71,413123fb3fe7330a05854c72526b90f19e9661b109c494031da288cdd1fac0b7,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section24.py,implemented,Reduced latitude beta1
2-225,eq:sodano-beta2,Ranges and Distances,2-67,96,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-42,Ranges and Distances,manual/chapters/chapter02/04_01_ranges_distances.tex,73,78,77,1833f4e42518c53aa9159f4b14e5ada6031618566fd3b53ddbeebc4437ed3440,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section24.py,implemented,Reduced latitude beta2
2-226,eq:sodano-forward-azimuth,Ranges and Distances,2-67,96,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-42,Ranges and Distances,manual/chapters/chapter02/04_01_ranges_distances.tex,90,96,95,55134ffc305b0c0652fe041fc9199f39e7fde240ff8fd6368fe4141e95afa1da,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section24.py,implemented,Sodano forward azimuth
2-227,eq:sodano-backward-azimuth,Ranges and Distances,2-67,96,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-42,Ranges and Distances,manual/chapters/chapter02/04_01_ranges_distances.tex,97,103,102,7181c7d63d33bf565873756ceb9c5d2835fc2d60efa74144e5eb1e3826ea1dcc,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section24.py,implemented,Sodano backward azimuth
2-228,eq:sodano-corrected-longitude-difference,Ranges and Distances,2-68,97,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-42,Ranges and Distances,manual/chapters/chapter02/04_01_ranges_distances.tex,105,117,116,2d2d305b2597bd245ea3841c4016939f60a10d5c70672a0e3d19bb1bbe1e27d0,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section24.py,implemented,Corrected longitude difference for Sodano inverse method
2-229,eq:sodano-delta-beta-series,Ranges and Distances,2-68,97,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-42,Ranges and Distances,manual/chapters/chapter02/04_01_ranges_distances.tex,119,127,126,a68bb0bafccbfdfabcd2db558324c33ac3a84b2a8be4e125f4fdfdb81b416d70,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section24.py,implemented,Reduced-latitude difference series
2-230,eq:sodano-delta-beta-alternative,Ranges and Distances,2-68,97,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-42,Ranges and Distances,manual/chapters/chapter02/04_01_ranges_distances.tex,129,137,136,66b4584c7caee444c14f124a46687ff63a64a7f03247bbdc00c9f5efa354035d,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section24.py,implemented,Alternative reduced-latitude difference relation
2-231,eq:sodano-flattening-n,Ranges and Distances,2-68,97,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-42,Ranges and Distances,manual/chapters/chapter02/04_01_ranges_distances.tex,139,142,141,30c495ef9ab28acb502558582db0e62bc350a0ea503da8953cbcd8b46e3b83f6,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section24.py,implemented,Third flattening parameter n
2-232,eq:downrange-crossrange-perpendicular,Ranges and Distances,2-68,97,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-43,Ranges and Distances,manual/chapters/chapter02/04_01_ranges_distances.tex,160,163,162,8f9c84dc470fb7dd712a2e4a181aaff35ff9647df2dc5ec240b9b776763d7052,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section24.py,implemented,Downrange and crossrange perpendicularity condition
2-233,eq:downrange-newton-raphson,Ranges and Distances,2-69,98,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-43,Ranges and Distances,manual/chapters/chapter02/04_01_ranges_distances.tex,165,169,168,905aee6980a1b627299f7a2bebcdac1bd2dedbb0fa00832bf108e92219502538,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section24.py,implemented,Newton-Raphson update used for downrange solution
2-234,eq:downrange-error-function,Ranges and Distances,2-69,98,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-43,Ranges and Distances,manual/chapters/chapter02/04_01_ranges_distances.tex,173,177,176,da68648b51c0c23d2d1ac34e33c5d50d856709b536ffa033bf1ae0ed5c75d2c3,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section24.py,implemented,Downrange error function
2-235,eq:sodano-direct-phi,Ranges and Distances,2-69,98,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-43,Ranges and Distances,manual/chapters/chapter02/04_01_ranges_distances.tex,186,198,197,2ba5396be9516c1021871d41d8f0f1f9bc7f1744938f86dc5865d8e0578d3384,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section24.py,implemented,Sodano direct angular-distance correction
2-236,eq:sodano-direct-m,Ranges and Distances,2-69,98,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-43,Ranges and Distances,manual/chapters/chapter02/04_01_ranges_distances.tex,200,205,204,7bc44d91fd8f29e2f238742eb04d1ae0e51ba6165d44dd929b8889460df82e34,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section24.py,implemented,Sodano direct auxiliary m
